User-ID,ISBN,Book-Rating
2,195153448.0,0
10,1841721522.0,0
10,8477024456.0,6
19,375759778.0,7
20,425163091.0,0
36,67176537.0,0
38,8807016354.0,0
38,8887913056.0,0
42,553582747.0,7
44,425182908.0,0
44,42518630.0,0
44,440223571.0,8
44,812523873.0,0
44,842342702.0,0
51,440225701.0,9
56,671623249.0,7
56,679810307.0,0
56,679865691.0,9
64,2070423204.0,7
67,345260317.0,0
67,394743741.0,7
67,42511774.0,0
67,804106304.0,0
70,1414035004.0,10
75,140067477.0,0
75,345465083.0,0
75,451625889.0,0
75,1558531025.0,5
78,394895894.0,8
79,1569871213.0,0
85,340767936.0,5
85,743403843.0,0
92,8445071408.0,7
92,8445071769.0,8
92,8445071777.0,10
99,312252617.0,8
99,312261594.0,8
99,316748641.0,7
99,316973742.0,0
99,385235941.0,6
99,446677450.0,10
99,451166892.0,3
99,553347594.0,9
99,671621009.0,10
99,67976397.0,0
99,684822733.0,0
99,786868716.0,0
100,431111110.0,0
109,671521519.0,5
114,312953453.0,7
114,446608653.0,9
114,446612545.0,9
114,446612618.0,8
114,451208080.0,8
114,553584383.0,9
114,671027360.0,10
114,812575954.0,5
125,679429220.0,10
129,316735736.0,7
132,743439740.0,0
133,345372700.0,10
133,380619458.0,0
133,446325805.0,0
139,143034359.0,0
139,316778508.0,0
139,743249992.0,0
144,425184226.0,0
160,8573022876.0,6
160,8573024771.0,8
160,9722322702.0,7
160,9724111989.0,0
160,9724119378.0,0
160,9724222500.0,0
160,9724227030.0,0
160,9727110843.0,8
160,9727114962.0,7
160,9728579225.0,8
165,60929790.0,0
165,60976845.0,9
165,61099325.0,4
165,446612545.0,5
165,671004573.0,0
176,330484516.0,0
176,38572179.0,0
176,393020371.0,0
176,1900850303.0,4
176,1903019699.0,0
178,345425294.0,0
178,451410319.0,6
178,553583468.0,0
182,9024503620.0,0
182,9025444432.0,0
182,9029066458.0,0
182,9029517751.0,0
182,9044303244.0,0
182,904460021.0,0
182,9044601695.0,3
183,58608195.0,0
183,10094086.0,9
183,1062286.0,0
183,1074585.0,0
183,1075685.0,0
183,12742098.0,8
183,1344086.0,7
183,1351334340.0,0
183,1351394403.0,8
183,140274871.0,8
183,1501987.0,7
183,1656087.0,10
183,1678587.0,7
183,1812887.0,7
183,1867887.0,7
183,19411403.0,0
183,1997388.0,6
183,2007088.0,0
183,20367103.0,8
183,2070567842.0,8
183,225314696.0,0
183,2395088.0,6
